,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
TOMM7,1,-1,0,1,0,0,1,0
ATP5G3,0,0,1,1,1,0,1,0
RNF170,0,1,-1,1,0,0,1,0
C15orf52,0,-1,0,-1,-1,0,1,0
CHP1,0,-1,-1,0,-1,0,1,0
ARPC3,0,0,0,0,0,0,1,0
RPL34,1,-1,-1,0,-1,0,1,0
TPT1,0,-1,0,0,0,0,1,0
H3F3A,0,0,0,0,0,0,1,0
CYP2W1,0,1,-1,1,1,0,1,0
TUBA1C,1,-1,1,-1,1,0,1,0
NDUFA4,0,0,0,1,0,0,1,0
HLA-J,0,0,-1,0,-1,0,1,0
MYL6,0,0,1,0,0,0,1,0
RPL41,1,0,0,0,0,0,1,0
GNAS,-1,0,-1,0,1,0,1,0
CD99L2,0,1,0,1,1,0,1,0
LDHB,-1,0,1,1,1,0,1,0
RPL6,0,-1,0,0,0,0,1,0
COX14,0,0,-1,0,-1,0,1,0
NDUFS8,0,0,0,0,0,0,1,0
S100A10,0,-1,1,-1,0,0,1,0
PIK3R2,0,0,0,0,1,0,1,0
RPS28,0,0,-1,0,0,0,1,0
RNPEPL1,0,0,1,0,0,0,1,0
RPS21,0,-1,-1,-1,-1,0,1,0
P4HB,0,1,1,0,1,0,1,0
BRI3,0,0,0,0,-1,0,1,0
EEF1D,0,-1,-1,-1,0,0,1,0
ADAL,-1,-1,0,-1,-1,0,1,0
KANK2,-1,-1,0,-1,-1,0,1,0
FLRT2,0,1,1,0,1,0,1,0
MYDGF,0,0,0,-1,1,0,1,0
SAT2,0,0,0,-1,0,0,1,0
LINC00205,0,0,0,1,0,0,1,0
FAM122B,0,1,0,0,0,0,1,0
lnc-SHANK2-2,0,0,0,0,0,0,1,0
DND1,0,0,0,1,0,0,1,0
lnc-STK32B-1,0,0,0,0,0,0,1,0
lnc-B4GALT3-1,0,0,0,0,0,0,1,0
UQCR11,0,0,-1,0,0,0,1,0
NDUFB4,0,0,1,1,1,0,1,0
lnc-TRMT11-1,0,0,-1,1,0,0,1,0
LINC00692,0,0,0,0,0,0,1,0
lnc-TSNARE1-1,0,0,0,0,0,0,1,0
XLOC_l2_012741,0,0,0,0,0,0,1,0
CD200R1,0,0,0,0,0,0,1,0
CYBRD1,-1,-1,-1,-1,-1,0,1,0
APRT,0,0,1,0,0,0,1,0
NOP10,1,0,0,-1,0,0,1,0
RRP7B,0,1,-1,1,1,0,1,0
lnc-BEGAIN-1,0,0,0,1,0,0,1,0
EIF4H,0,0,0,0,0,0,1,0
RPLP0,1,-1,-1,-1,0,0,1,0
RPS19,1,-1,-1,-1,-1,0,1,0
SVOP,0,1,-1,1,1,0,1,0
PPP1R12C,0,0,-1,1,0,0,1,0
RPL29,0,-1,-1,-1,-1,0,1,0
PTRF,0,0,0,1,0,0,1,0
COX2,0,1,0,1,1,0,1,0
UBR4,0,0,0,0,0,0,1,0
LOC101929612,-1,1,0,1,1,0,1,0
RPL17,1,-1,-1,0,-1,0,1,0
IQGAP1,0,-1,0,-1,-1,0,1,0
GNAS,-1,1,-1,0,1,0,1,0
EMP1,1,-1,1,-1,1,0,1,0
XLOC_l2_015478,1,1,0,1,1,0,1,0
RPL37,0,-1,-1,0,-1,0,1,0
YBX1,0,0,0,0,1,0,1,0
LAPTM4A,0,-1,1,0,0,0,1,0
MTCH1,0,1,0,0,0,0,1,0
MYO1C,0,0,-1,1,0,0,1,0
RPL3,0,-1,-1,0,0,0,1,0
RPS15A,0,-1,0,-1,-1,0,1,0
RPS14,0,-1,-1,-1,-1,0,1,0
FTH1,0,1,1,1,0,0,1,0
LAMP1,0,0,1,0,0,0,1,0
RPL36A,1,-1,-1,0,-1,0,1,0
SND1,0,0,0,1,1,0,1,0
RPL8,0,0,0,-1,0,0,1,0
MGST3,0,1,0,1,0,0,1,0
RPL37A,1,-1,-1,0,-1,0,1,0
NANS,1,0,-1,0,0,0,1,0
LPIN1,1,0,0,1,0,0,1,0
ATP1B3,0,0,0,0,0,0,1,0
RPS13,0,-1,-1,0,-1,0,1,0
RPS6,1,-1,-1,-1,-1,0,1,0
RPS3A,0,-1,-1,-1,-1,0,1,0
RPL36A,1,-1,-1,0,-1,0,1,0
GIPC1,0,0,1,0,0,0,1,0
CD276,-1,-1,1,-1,1,0,1,0
CCNI,0,1,0,1,0,0,1,0
NKX2-5,0,0,1,0,0,0,1,0
CTDSP2,-1,-1,-1,0,-1,0,1,0
LIMK1,0,1,1,0,1,0,1,0
UQCRQ,0,-1,0,0,1,0,1,0
MYO1E,-1,-1,-1,-1,-1,0,1,0
RAC2,0,1,-1,0,0,0,1,0
ZNF526,0,0,-1,1,0,0,1,0
HSP90AA1,0,0,1,1,0,0,1,0
NINJ1,0,1,0,0,0,0,1,0
U2AF1,0,0,0,1,1,0,1,0
RPS19,1,-1,-1,-1,-1,0,1,0
AP1B1,0,0,0,1,0,0,1,0
RPS5,0,-1,-1,0,0,0,1,0
RGS4,0,-1,-1,-1,-1,0,1,0
USF2,0,1,0,1,0,0,1,0
UCHL1,1,1,1,1,1,0,1,0
NPIPB5,0,0,-1,1,1,0,1,0
PABPC1,0,0,-1,0,0,0,1,0
ATP5H,0,0,0,0,-1,0,1,0
CD63,0,-1,1,-1,0,0,1,0
HSCB,0,0,-1,1,0,0,1,0
SEC61B,0,-1,0,-1,0,0,1,0
RPS17,1,-1,0,-1,-1,0,1,0
C6orf1,1,0,1,0,0,0,1,0
TMSB10,1,-1,1,-1,0,0,1,0
ACTG1P20,0,0,1,-1,0,0,1,0
COX6A1,0,1,1,0,1,0,1,0
RPLP1,1,-1,-1,0,-1,0,1,0
DNM1,0,1,1,0,0,0,1,0
lnc-TPSAB1-1,0,1,1,1,0,0,1,0
SHISA5,1,1,1,0,0,0,1,0
RTN4,1,0,1,1,0,0,1,0
RPL7,0,-1,-1,0,-1,0,1,0
PDE4DIP,0,0,-1,1,0,0,1,0
ANXA2,0,1,1,0,1,0,1,0
PDE4DIP,0,0,-1,1,0,0,1,0
UQCRH,0,0,0,1,1,0,1,0
FLJ13773,0,0,-1,1,0,0,1,0
CATSPER2P1,0,1,-1,1,1,0,1,0
lnc-FAM105B-1,0,-1,0,-1,0,0,1,0
HLA-F,0,0,-1,-1,-1,0,1,0
LOC494150,0,0,-1,1,0,0,1,0
RPL23,1,-1,0,-1,0,0,1,0
PRDX1,0,0,0,0,0,0,1,0
RPS29,0,-1,-1,0,-1,0,1,0
RPS8,1,-1,-1,0,-1,0,1,0
GTF2I,0,0,0,1,0,0,1,0
MDH1,0,1,1,1,0,0,1,0
DYNLL1,0,0,0,0,0,0,1,0
FAM129B,0,0,1,0,0,0,1,0
DSTN,0,1,0,1,0,0,1,0
FTH1,0,1,0,1,0,0,1,0
RPL4,0,-1,0,0,-1,0,1,0
RPL10A,0,-1,0,0,0,0,1,0
lnc-STX18-1,0,0,0,0,0,0,1,0
NDUFA8,0,1,0,1,0,0,1,0
XLOC_l2_009929,0,0,0,0,0,0,1,0
lnc-SATB1-1,0,0,0,0,0,0,1,0
RPL13A,1,0,-1,0,0,0,1,0
CACNA1C-AS2,0,0,0,0,0,0,1,0
FKBP2,0,0,-1,1,1,0,1,0
lnc-SLC3A2-1,0,0,0,0,0,0,1,0
RPL24,0,0,0,1,1,0,1,0
EEF1A1,0,-1,0,0,-1,0,1,0
GPAA1,-1,1,1,0,0,0,1,0
SEC13,0,0,1,0,1,0,1,0
lnc-CHAC2-2,0,0,0,0,0,0,1,0
XLOC_l2_004870,0,0,0,1,0,0,1,0
APPBP2,0,0,-1,0,-1,0,1,0
PLEKHM1,0,0,0,1,0,0,1,0
lnc-LAMA1-4,0,0,0,0,0,0,1,0
lnc-RBM26-1,0,0,0,0,0,0,1,0
lnc-LRRC18-2,0,0,0,0,0,0,1,0
RPL26,1,-1,-1,0,0,0,1,0
PPIA,0,0,0,0,1,0,1,0
OLA1,0,1,1,1,-1,0,1,0
RPS18,1,-1,-1,-1,-1,0,1,0
HOMER3,0,-1,-1,1,-1,0,1,0
KRTAP9-1,0,0,0,0,0,0,1,0
RPL28,1,0,0,0,0,0,1,0
FAU,0,0,0,0,0,0,1,0
NEDD8,0,1,0,0,1,0,1,0
SLC4A9,0,0,0,0,0,0,1,0
lnc-HAO1-2,0,0,0,0,0,0,1,0
NCRNA00250,0,0,0,0,0,0,1,0
PPP1R17,0,1,0,1,0,0,1,0
TRMT112,0,0,0,0,0,0,1,0
lnc-CIB1-1,0,0,0,0,0,0,1,0
RPL31,1,-1,-1,0,-1,0,1,0
MZT2B,1,0,0,0,0,0,1,0
RPS3A,0,-1,-1,-1,-1,0,1,0
FTHL17,0,1,0,1,0,0,1,0
RPL19,0,-1,-1,0,-1,0,1,0
XLOC_l2_000123,0,0,0,0,0,0,1,0
MAML1,0,1,1,0,0,0,1,0
VPS9D1,0,1,1,0,0,0,1,0
TMEM184B,0,-1,0,0,0,0,1,0
NDUFV1,0,0,0,0,0,0,1,0
MXRA7,0,1,1,1,0,0,1,0
RPS2,1,0,0,-1,0,0,1,0
ATP6V1F,1,0,0,0,0,0,1,0
lnc-C20orf96-1,0,1,1,1,0,0,1,0
NCOA4,0,0,0,0,0,0,1,0
RPS16,0,-1,-1,-1,-1,0,1,0
EIF1,0,-1,0,0,0,0,1,0
RPL6,0,-1,0,0,0,0,1,0
HSPE1,0,-1,0,-1,-1,0,1,0
RPS28,0,0,-1,0,0,0,1,0
ETFB,0,0,1,1,1,0,1,0
RPS27,0,-1,-1,-1,-1,0,1,0
lnc-MEPCE-1,0,1,1,1,0,0,1,0
HOMER3,0,-1,-1,1,-1,0,1,0
LOC100506679,0,0,-1,1,0,0,1,0
CARS2,0,0,1,1,0,0,1,0
SRP14,0,0,1,1,0,0,1,0
DUX4,0,1,1,0,0,0,1,0
CALD1,-1,-1,0,0,0,0,1,0
TUBB6,0,-1,0,-1,0,0,1,0
RPL27,0,-1,0,-1,-1,0,1,0
STK40,0,-1,-1,-1,0,0,1,0
RPL18A,1,-1,-1,0,0,0,1,0
RAB31,0,0,1,-1,-1,0,1,0
ODF2L,0,0,-1,1,0,0,1,0
GGA1,0,-1,0,0,1,0,1,0
MAP4,0,1,0,0,0,0,1,0
RAB1A,0,0,0,0,0,0,1,0
UBTD1,0,-1,1,-1,-1,0,1,0
NAA38,0,0,1,1,0,0,1,0
SLC25A3,0,0,0,0,0,0,1,0
LAMA5,0,0,-1,1,0,0,1,0
EPDR1,0,-1,0,0,-1,0,1,0
TRIM47,0,-1,-1,-1,-1,0,1,0
RPS27L,0,0,1,0,0,0,1,0
PRR13,0,0,0,0,0,0,1,0
SLC16A12,0,1,-1,1,1,0,1,0
RPL14,0,0,0,0,0,0,1,0
MAP3K11,0,0,1,0,0,0,1,0
RPS15A,0,-1,0,-1,-1,0,1,0
RPS11,0,-1,-1,0,0,0,1,0
PPDPF,0,0,1,1,0,0,1,0
CYTB,0,1,0,1,1,0,1,0
EEF1G,0,-1,-1,-1,-1,0,1,0
CUTA,0,1,0,0,0,0,1,0
EEF1A1,0,-1,0,0,-1,0,1,0
RPL12,1,0,-1,0,0,0,1,0
RPL21,0,-1,0,0,-1,0,1,0
RPS15A,0,-1,0,-1,-1,0,1,0
NME2,0,1,1,-1,1,0,1,0
PPIA,1,0,1,0,1,0,1,0
RPL23A,0,-1,0,-1,-1,0,1,0
PDZD7,0,0,-1,1,0,0,1,0
RPL10A,0,-1,0,0,0,0,1,0
HINT1,0,-1,-1,1,1,0,1,0
RPL21,1,-1,-1,0,0,0,1,0
SH3BGRL3,0,0,1,0,1,0,1,0
SLC39A13,0,0,0,0,0,0,1,0
SCYL1,0,1,0,0,0,0,1,0
UBB,0,0,0,1,1,0,1,0
COX5B,0,0,0,1,0,0,1,0
SLC35E4,0,0,-1,1,1,0,1,0
LINC01356,0,1,1,0,0,0,1,0
NDUFB9,0,0,0,1,1,0,1,0
RPS7,0,-1,0,0,0,0,1,0
RPLP2,1,-1,-1,-1,-1,0,1,0
RPS15,1,-1,-1,0,0,0,1,0
EIF3C,0,-1,0,0,1,0,1,0
ATP6V1A,0,1,1,1,1,0,1,0
RPS13,0,-1,-1,0,0,0,1,0
