,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
progestin and adipoQ receptor family member IV,0,1,1,1,0,-1,0,-1
spermatogenesis associated 4,0,-1,0,-1,0,-1,0,-1
serum response factor binding protein 1,0,-1,-1,-1,0,-1,0,-1
Rho GTPase activating protein 11A,0,0,0,0,1,-1,0,-1
"sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)",-1,1,1,1,1,-1,0,-1
WD repeat domain 76,0,0,0,0,0,-1,0,-1
immunoglobulin mu binding protein 2,0,-1,-1,0,0,-1,0,-1
lnc-UQCRFS1-9:21,0,0,0,0,-1,-1,0,-1
asparagine synthetase pseudogene,0,0,0,0,1,-1,0,-1
thymic stromal lymphopoietin,-1,0,0,0,0,-1,0,-1
LIM domain only 2 (rhombotin-like 1),1,0,-1,-1,-1,-1,0,-1
"adaptor-related protein complex 5, zeta 1 subunit",0,0,0,0,0,-1,0,-1
kinesin family member 11,1,0,1,-1,1,-1,0,-1
RAD17 homolog (S. pombe),0,0,0,-1,0,-1,0,-1
"ATPase family, AAA domain containing 3B",0,0,-1,0,1,-1,0,-1
"replication factor C (activator 1) 3, 38kDa",0,0,0,0,1,-1,0,-1
"phenylalanyl-tRNA synthetase, beta subunit",0,1,0,0,1,-1,0,-1
chromobox homolog 2,1,-1,0,-1,-1,-1,0,-1
"splicing factor 3b, subunit 4, 49kDa",0,0,0,-1,1,-1,0,-1
"nuclear receptor subfamily 1, group D, member 2",0,0,0,1,0,-1,0,-1
"HAUS augmin-like complex, subunit 2",0,0,0,-1,0,-1,0,-1
chromosome 8 open reading frame 88,-1,-1,-1,-1,-1,-1,0,-1
"nucleophosmin (nucleolar phosphoprotein B23, numatrin)",0,-1,0,0,1,-1,0,-1
"family with sequence similarity 107, member B",0,1,-1,0,0,-1,0,-1
lin-9 DREAM MuvB core complex component,0,0,0,0,0,-1,0,-1
"TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa",0,0,-1,0,1,-1,0,-1
phosphoenolpyruvate carboxykinase 2 (mitochondrial),0,0,0,0,0,-1,0,-1
mitochondrial inner membrane organizing system 1,0,-1,-1,1,1,-1,0,-1
"histone cluster 1, H2al",0,1,1,-1,1,-1,0,-1
centromere protein Q,-1,-1,0,-1,0,-1,0,-1
adipocyte plasma membrane associated protein,0,-1,0,0,1,-1,0,-1
ovostatin 2,-1,1,0,0,0,-1,0,-1
minichromosome maintenance complex component 7,0,0,0,0,1,-1,0,-1
cyclin-dependent kinase 1,0,0,1,-1,1,-1,0,-1
claspin,0,0,0,0,0,-1,0,-1
zinc finger protein 337,0,-1,-1,1,-1,-1,0,-1
"histone cluster 1, H2ai",0,1,1,0,1,-1,0,-1
diaphanous-related formin 3,0,0,1,-1,1,-1,0,-1
"protein phosphatase 1, regulatory (inhibitor) subunit 14B",1,-1,0,-1,0,-1,0,-1
high mobility group box 3,1,0,0,-1,1,-1,0,-1
ankyrin repeat domain 32,0,-1,-1,1,-1,-1,0,-1
endosulfine alpha,0,0,-1,0,1,-1,0,-1
kinesin family member 15,0,-1,1,-1,1,-1,0,-1
small nucleolar RNA host gene 1 (non-protein coding),0,-1,-1,1,0,-1,0,-1
v-myb avian myeloblastosis viral oncogene homolog-like 2,0,0,1,0,1,-1,0,-1
synaptotagmin-like 4,-1,1,-1,0,1,-1,0,-1
lnc-UQCRFS1-9:23,0,0,0,0,-1,-1,0,-1
uncharacterized LOC401081,0,0,0,0,-1,-1,0,-1
lnc-NDFIP2-12:1,0,0,0,0,0,-1,0,-1
suppressor of variegation 3-9 homolog 1 (Drosophila),0,1,0,0,1,-1,0,-1
centromere protein H,0,-1,1,-1,1,-1,0,-1
"proteasome (prosome, macropain) 26S subunit, non-ATPase, 5",0,-1,-1,-1,-1,-1,0,-1
growth hormone inducible transmembrane protein,0,1,0,1,0,-1,0,-1
F-box protein 44,0,1,1,1,0,-1,0,-1
GDNF-inducible zinc finger protein 1,0,0,0,0,0,-1,0,-1
RNA binding motif protein 38,0,0,0,0,-1,-1,0,-1
methionyl aminopeptidase 2,0,0,-1,0,0,-1,0,-1
uncharacterized LOC102725199,-1,-1,-1,1,-1,-1,0,-1
downstream neighbor of SON,0,0,1,0,0,-1,0,-1
mitogen-activated protein kinase associated protein 1,1,-1,-1,-1,0,-1,0,-1
dual specificity phosphatase 22,0,0,0,-1,-1,-1,0,-1
long intergenic non-protein coding RNA 941,0,-1,0,0,1,-1,0,-1
isocitrate dehydrogenase 3 (NAD+) alpha,0,1,0,1,0,-1,0,-1
"histone cluster 1, H2bf",0,0,0,-1,-1,-1,0,-1
thymopoietin,0,0,0,0,1,-1,0,-1
nucleoporin 35kDa,0,-1,0,0,0,-1,0,-1
"cholinergic receptor, nicotinic, alpha 5 (neuronal)",0,0,0,0,0,-1,0,-1
ubiquitin-like with PHD and ring finger domains 1,0,0,-1,-1,-1,-1,0,-1
ubiquitin specific peptidase 3,0,-1,-1,0,0,-1,0,-1
F-box protein 5,1,-1,1,-1,0,-1,0,-1
small cell adhesion glycoprotein,1,0,0,0,1,-1,0,-1
"polymerase (RNA) I polypeptide E, 53kDa",1,-1,0,0,0,-1,0,-1
chromosome 4 open reading frame 46,0,-1,0,-1,0,-1,0,-1
"small nucleolar RNA, C/D box 47",0,-1,-1,-1,0,-1,0,-1
"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",0,-1,-1,-1,0,-1,0,-1
"interleukin 2 receptor, beta",-1,0,0,0,1,-1,0,-1
methylsterol monooxygenase 1,1,-1,-1,-1,0,-1,0,-1
methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,0,0,0,0,0,-1,0,-1
exosome component 2,0,-1,0,0,0,-1,0,-1
"G elongation factor, mitochondrial 2",0,0,0,0,0,-1,0,-1
oleoyl-ACP hydrolase,0,0,0,0,0,-1,0,-1
zinc finger and SCAN domain containing 10,0,0,0,0,0,-1,0,-1
small lysine-rich protein 1,1,1,1,0,0,-1,0,-1
"gremlin 1, DAN family BMP antagonist",0,0,0,1,1,-1,0,-1
"small nucleolar RNA, C/D box 86",0,-1,0,-1,0,-1,0,-1
fructosamine 3 kinase related protein,0,0,0,0,0,-1,0,-1
"alkB, alkylation repair homolog 3 (E. coli)",0,-1,0,0,0,-1,0,-1
high mobility group nucleosomal binding domain 4,0,0,0,-1,0,-1,0,-1
CDC28 protein kinase regulatory subunit 1B,0,-1,0,-1,0,-1,0,-1
DGCR8 microprocessor complex subunit,0,0,0,0,1,-1,0,-1
transmembrane and coiled-coil domain family 3,-1,1,-1,1,1,-1,0,-1
lin-28 homolog B (C. elegans),0,1,0,0,0,-1,0,-1
chromobox homolog 4,0,-1,-1,-1,-1,-1,0,-1
DNA cross-link repair 1B,0,0,0,0,0,-1,0,-1
cell adhesion molecule 1,-1,0,-1,0,-1,-1,0,-1
centromere protein K,0,0,0,-1,1,-1,0,-1
PSMC3 interacting protein,0,0,1,0,1,-1,0,-1
cordon-bleu WH2 repeat protein-like 1,0,-1,-1,-1,-1,-1,0,-1
RAD51 associated protein 1,0,0,0,0,1,-1,0,-1
"charged multivesicular body protein 1B2, pseudogene",0,0,0,0,0,-1,0,-1
"non-SMC condensin II complex, subunit G2",0,0,0,0,1,-1,0,-1
tetratricopeptide repeat domain 29,0,-1,0,-1,-1,-1,0,-1
"protein kinase, cAMP-dependent, catalytic, beta",-1,0,-1,0,-1,-1,0,-1
"histone cluster 1, H3i",0,0,1,-1,1,-1,0,-1
TTK protein kinase,0,0,1,0,1,-1,0,-1
katanin p80 subunit B-like 1,0,0,0,0,0,-1,0,-1
uncharacterized LOC389831,0,-1,-1,-1,0,-1,0,-1
high mobility group nucleosomal binding domain 2,0,0,0,0,-1,-1,0,-1
"small nucleolar RNA, H/ACA box 10",0,-1,-1,-1,0,-1,0,-1
ribosomal RNA processing 15 homolog (S. cerevisiae),0,-1,0,-1,0,-1,0,-1
metallothionein 1E,-1,1,0,1,1,-1,0,-1
uncharacterized LOC729860,-1,1,-1,1,1,-1,0,-1
"anillin, actin binding protein",0,-1,-1,0,-1,-1,0,-1
"MMS22-like, DNA repair protein",0,-1,0,-1,0,-1,0,-1
ring finger protein 44,0,-1,0,0,-1,-1,0,-1
aurora kinase A and ninein interacting protein,0,0,1,1,1,-1,0,-1
pogo transposable element with KRAB domain,0,0,0,-1,0,-1,0,-1
MAP kinase interacting serine/threonine kinase 2,0,1,1,1,0,-1,0,-1
small proline-rich protein 2E,0,0,0,0,0,-1,0,-1
"zinc finger, GRF-type containing 1",0,0,0,0,1,-1,0,-1
calpain 15,0,-1,0,0,1,-1,0,-1
cathepsin L,0,0,0,-1,0,-1,0,-1
protein O-fucosyltransferase 1,0,0,0,-1,0,-1,0,-1
"replication factor C (activator 1) 3, 38kDa",0,0,0,0,1,-1,0,-1
excision repair cross-complementation group 6-like,0,0,0,0,0,-1,0,-1
integrator complex subunit 7,0,0,-1,-1,0,-1,0,-1
Wolf-Hirschhorn syndrome candidate 1,0,0,0,0,0,-1,0,-1
SET domain containing 6,0,-1,0,1,-1,-1,0,-1
LMO7 downstream neighbor,0,0,0,1,1,-1,0,-1
"ribosomal protein S6 kinase, 90kDa, polypeptide 5",-1,-1,-1,1,-1,-1,0,-1
cell division cycle associated 7,0,0,-1,0,0,-1,0,-1
"HAUS augmin-like complex, subunit 7",0,0,0,0,1,-1,0,-1
E2F transcription factor 8,1,-1,0,-1,0,-1,0,-1
lnc-CHADL-1:1,0,1,1,1,0,-1,0,-1
UBL7 antisense RNA 1 (head to head),0,0,1,0,1,-1,0,-1
"polymerase (DNA directed), epsilon 2, accessory subunit",0,0,1,0,1,-1,0,-1
frataxin,0,0,0,-1,0,-1,0,-1
metallothionein 1B,-1,0,0,0,1,-1,0,-1
"solute carrier family 19 (folate transporter), member 1",0,0,0,0,0,-1,0,-1
TP73 antisense RNA 1,0,0,0,0,0,-1,0,-1
small proline-rich protein 2A,0,0,0,0,0,-1,0,-1
"protein tyrosine phosphatase, receptor type, F",1,-1,-1,-1,-1,-1,0,-1
glutamyl-prolyl-tRNA synthetase,0,0,-1,0,1,-1,0,-1
minichromosome maintenance complex component 10,0,0,1,0,1,-1,0,-1
"NAD(P)H dehydrogenase, quinone 1",0,0,1,0,1,-1,0,-1
HLA complex group 18 (non-protein coding),0,-1,-1,-1,0,-1,0,-1
tripartite motif containing 34,0,0,0,-1,-1,-1,0,-1
serine/threonine kinase 24,0,0,0,0,0,-1,0,-1
GPN-loop GTPase 1,1,-1,0,-1,0,-1,0,-1
"polymerase (RNA) I polypeptide B, 128kDa",0,0,0,-1,0,-1,0,-1
zwilch kinetochore protein,0,-1,0,-1,1,-1,0,-1
MORC family CW-type zinc finger 1,0,0,0,0,0,-1,0,-1
polo-like kinase 4,0,0,0,0,1,-1,0,-1
transmembrane protein 71,0,0,-1,0,0,-1,0,-1
chromosome 3 open reading frame 52,1,0,0,0,1,-1,0,-1
heterogeneous nuclear ribonucleoprotein H1 (H),0,-1,0,0,0,-1,0,-1
kinesin family member 23,0,0,1,-1,1,-1,0,-1
thioredoxin,0,0,0,0,0,-1,0,-1
homeobox B9,0,0,0,0,0,-1,0,-1
SECIS binding protein 2,0,0,-1,-1,0,-1,0,-1
"RAN, member RAS oncogene family",0,0,1,0,1,-1,0,-1
lnc-RP11-17M16.1.1-1:1,0,0,1,0,1,-1,0,-1
"zinc finger CCCH-type, antiviral 1",0,0,-1,-1,0,-1,0,-1
"exportin, tRNA",0,-1,-1,-1,1,-1,0,-1
"pleckstrin homology domain containing, family H (with MyTH4 domain) member 1",-1,0,0,1,0,-1,0,-1
period circadian clock 2,-1,0,-1,1,0,-1,0,-1
erythrocyte membrane protein band 4.1 like 4B,1,1,1,1,0,-1,0,-1
pyrophosphatase (inorganic) 1,1,-1,-1,0,0,-1,0,-1
cancer susceptibility candidate 5,0,0,1,-1,1,-1,0,-1
"protease, serine, 3",0,1,0,1,1,-1,0,-1
peroxisomal trans-2-enoyl-CoA reductase,0,0,1,0,0,-1,0,-1
"solute carrier family 38, member 2",0,0,0,0,1,-1,0,-1
DLC1 Rho GTPase activating protein,0,-1,-1,-1,-1,-1,0,-1
WEE1 G2 checkpoint kinase,0,-1,-1,-1,-1,-1,0,-1
mutS homolog 2,-1,0,1,0,0,-1,0,-1
centromere protein M,0,-1,1,0,1,-1,0,-1
BCL2-associated athanogene,1,0,0,0,1,-1,0,-1
"ALG10, alpha-1,2-glucosyltransferase",0,0,0,0,0,-1,0,-1
Mab-21 domain containing 2,-1,1,0,1,1,-1,0,-1
v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog,-1,1,1,0,0,-1,0,-1
"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B",1,0,1,0,1,-1,0,-1
"diacylglycerol kinase, gamma 90kDa",-1,1,0,1,1,-1,0,-1
coenzyme Q3 methyltransferase,0,0,1,1,1,-1,0,-1
activating signal cointegrator 1 complex subunit 1,0,0,0,0,0,-1,0,-1
pyrophosphatase (inorganic) 1,1,-1,-1,0,0,-1,0,-1
asparagine synthetase pseudogene,0,0,-1,0,0,-1,0,-1
zinc finger protein 337,0,-1,-1,0,-1,-1,0,-1
PMS1 postmeiotic segregation increased 1 (S. cerevisiae),0,-1,0,0,0,-1,0,-1
fibroblast growth factor receptor-like 1,0,-1,-1,0,-1,-1,0,-1
kinesin family member 20B,0,0,0,0,1,-1,0,-1
S100P binding protein,0,0,0,0,0,-1,0,-1
cell division cycle 25A,0,0,0,0,1,-1,0,-1
"polymerase (DNA directed), theta",0,0,1,0,1,-1,0,-1
"glucuronidase, beta pseudogene 2",0,0,-1,0,0,-1,0,-1
lnc-GOLGA8J-3:3,1,1,1,0,1,-1,0,-1
"histone cluster 1, H3j",0,0,1,-1,0,-1,0,-1
MOK protein kinase,0,-1,-1,-1,-1,-1,0,-1
TP73 antisense RNA 1,0,0,0,0,0,-1,0,-1
echinoderm microtubule associated protein like 2,0,0,0,1,0,-1,0,-1
lnc-SERPINC1-1:24,0,-1,-1,-1,0,-1,0,-1
netrin 4,-1,1,0,0,1,-1,0,-1
polycomb group ring finger 6,0,-1,-1,0,0,-1,0,-1
coiled-coil domain containing 15,0,-1,-1,-1,-1,-1,0,-1
choroideremia-like (Rab escort protein 2),0,0,-1,-1,0,-1,0,-1
chromosome 19 open reading frame 57,0,-1,0,-1,1,-1,0,-1
leucine rich repeat containing 42,0,0,0,-1,0,-1,0,-1
nibrin,0,-1,-1,-1,0,-1,0,-1
"torsin family 4, member A",1,0,0,0,0,-1,0,-1
"HAUS augmin-like complex, subunit 8",0,0,1,0,1,-1,0,-1
centrosomal protein 128kDa,0,-1,-1,0,0,-1,0,-1
"solute carrier family 19 (folate transporter), member 1",0,0,1,0,1,-1,0,-1
hypoxia up-regulated 1,0,0,0,0,1,-1,0,-1
"GULP, engulfment adaptor PTB domain containing 1",0,0,-1,-1,0,-1,0,-1
"protease, serine, 3 pseudogene 2",0,1,0,1,1,-1,0,-1
DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11,0,0,0,0,0,-1,0,-1
metallothionein 1E,-1,1,0,1,0,-1,0,-1
UbiA prenyltransferase domain containing 1,0,0,1,-1,0,-1,0,-1
coiled-coil domain containing 117,0,-1,-1,0,0,-1,0,-1
lysophospholipase I,0,0,-1,0,1,-1,0,-1
MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,0,1,0,0,0,-1,0,-1
nuclear autoantigenic sperm protein (histone-binding),-1,-1,-1,0,0,-1,0,-1
nucleosome assembly protein 1-like 4,0,0,0,0,1,-1,0,-1
zinc finger protein 112,0,-1,1,-1,-1,-1,0,-1
"dynein, axonemal, assembly factor 3",-1,-1,-1,-1,-1,-1,0,-1
"Fanconi anemia, complementation group A",0,0,0,0,1,-1,0,-1
long intergenic non-protein coding RNA 618,0,-1,-1,-1,-1,-1,0,-1
non-SMC element 4 homolog A (S. cerevisiae),0,-1,-1,0,0,-1,0,-1
chromosome 9 open reading frame 40,1,1,1,1,1,-1,0,-1
tetratricopeptide repeat domain 29,0,-1,0,-1,-1,-1,0,-1
transmembrane protein 71,0,0,-1,0,-1,-1,0,-1
"C-type lectin domain family 2, member D",0,-1,0,0,0,-1,0,-1
"solute carrier family 38, member 1",1,1,-1,1,1,-1,0,-1
lnc-TBC1D12-1:1,0,-1,0,0,0,-1,0,-1
uncharacterized LOC389831,0,-1,-1,-1,0,-1,0,-1
checkpoint kinase 1,0,-1,0,-1,1,-1,0,-1
"adaptor-related protein complex 1, sigma 1 subunit",1,1,1,0,1,-1,0,-1
angiopoietin-like 4,1,-1,-1,-1,-1,-1,0,-1
SET domain containing (lysine methyltransferase) 7,0,-1,0,-1,0,-1,0,-1
LIM domain kinase 2,0,0,1,0,0,-1,0,-1
antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5,0,0,1,0,0,-1,0,-1
small proline-rich protein 2D,0,0,0,0,0,-1,0,-1
cornichon family AMPA receptor auxiliary protein 1,0,0,0,0,0,-1,0,-1
"sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein)",0,0,0,-1,0,-1,0,-1
arginase 2,0,1,1,1,1,-1,0,-1
LON peptidase N-terminal domain and ring finger 1,0,-1,-1,-1,0,-1,0,-1
cyclin E2,-1,1,1,0,0,-1,0,-1
"La ribonucleoprotein domain family, member 6",0,0,0,0,0,-1,0,-1
lnc-FAM55B-1:1,0,-1,-1,0,-1,-1,0,-1
DLGAP1 antisense RNA 2,-1,-1,-1,-1,-1,-1,0,-1
"vitamin K epoxide reductase complex, subunit 1-like 1",0,0,1,0,0,-1,0,-1
FCH and double SH3 domains 2,0,0,-1,-1,0,-1,0,-1
"chromodomain protein, Y-like 2",1,1,-1,1,1,-1,0,-1
suppressor of variegation 3-9 homolog 2 (Drosophila),0,-1,-1,-1,0,-1,0,-1
MYC induced nuclear antigen,0,1,0,1,1,-1,0,-1
S100 calcium binding protein A11,0,0,0,-1,0,-1,0,-1
"inhibitor of growth family, member 3",-1,-1,0,-1,0,-1,0,-1
topoisomerase (DNA) II alpha 170kDa,0,-1,1,-1,1,-1,0,-1
"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",1,-1,-1,-1,1,-1,0,-1
"origin recognition complex, subunit 1",0,0,0,0,0,-1,0,-1
"golgin A8 family, member A",0,0,-1,1,0,-1,0,-1
zinc finger protein 75a,-1,-1,-1,0,-1,-1,0,-1
diaphanous-related formin 3,0,0,1,0,1,-1,0,-1
neighbor of BRCA1 gene 2 (non-protein coding),0,0,0,0,-1,-1,0,-1
ChaC glutathione-specific gamma-glutamylcyclotransferase 1,0,0,0,0,0,-1,0,-1
cell cycle progression 1,0,0,0,0,0,-1,0,-1
exophilin 5,1,-1,-1,1,-1,-1,0,-1
centrosomal protein 128kDa,0,-1,0,0,0,-1,0,-1
"small nucleolar RNA, H/ACA box 84",0,0,-1,0,0,-1,0,-1
calsyntenin 3,0,1,1,1,1,-1,0,-1
ribonucleotide reductase M2,0,0,1,-1,1,-1,0,-1
heterogeneous nuclear ribonucleoprotein A2/B1,1,-1,-1,0,1,-1,0,-1
Morf4 family associated protein 1,0,-1,0,0,0,-1,0,-1
SRY (sex determining region Y)-box 5,0,1,-1,-1,0,-1,0,-1
BRCA1 associated RING domain 1,0,-1,-1,-1,-1,-1,0,-1
zinc finger protein 367,0,0,1,0,0,-1,0,-1
phosphatase and actin regulator 4,0,-1,-1,0,0,-1,0,-1
phosphoribosyl pyrophosphate synthetase 1,0,0,-1,0,1,-1,0,-1
"ribosomal protein S4, X-linked",0,0,-1,-1,0,-1,0,-1
DNA replication and sister chromatid cohesion 1,0,0,0,-1,0,-1,0,-1
"family with sequence similarity 43, member B",0,1,1,1,-1,-1,0,-1
"gap junction protein, beta 2, 26kDa",-1,0,1,1,0,-1,0,-1
ELOVL fatty acid elongase 7,-1,1,0,1,1,-1,0,-1
uncharacterized LOC100129931,0,0,0,0,0,-1,0,-1
aarF domain containing kinase 2,0,1,1,0,0,-1,0,-1
cell division cycle 7,0,1,1,1,1,-1,0,-1
ankyrin-repeat and fibronectin type III domain containing 1,0,-1,-1,-1,-1,-1,0,-1
establishment of sister chromatid cohesion N-acetyltransferase 2,0,0,1,-1,1,-1,0,-1
"zinc finger, GRF-type containing 1",0,-1,0,0,1,-1,0,-1
phosphatidic acid phosphatase type 2C,1,0,1,1,1,-1,0,-1
"glucosidase, beta (bile acid) 2",0,0,0,0,1,-1,0,-1
"phospholipase D family, member 6",-1,1,0,1,-1,-1,0,-1
"potassium voltage-gated channel, modifier subfamily S, member 1",0,0,1,0,0,-1,0,-1
EP300 interacting inhibitor of differentiation 3,0,1,0,0,0,-1,0,-1
haloacid dehalogenase-like hydrolase domain containing 1,0,0,-1,-1,0,-1,0,-1
ZXD family zinc finger C,0,0,0,0,1,-1,0,-1
v-myb avian myeloblastosis viral oncogene homolog-like 1,0,1,1,0,1,-1,0,-1
eukaryotic translation elongation factor 2,0,-1,-1,0,0,-1,0,-1
"histone cluster 1, H4a",0,0,1,0,1,-1,0,-1
"aldehyde dehydrogenase 1 family, member B1",0,0,0,-1,0,-1,0,-1
"keratin 222, type II",0,0,0,1,0,-1,0,-1
kinesin family member 4A,1,-1,-1,-1,0,-1,0,-1
sterile alpha motif domain containing 12,0,1,1,1,1,-1,0,-1
"histone cluster 1, H4c",0,0,1,0,0,-1,0,-1
"family with sequence similarity 72, member A",0,0,0,0,0,-1,0,-1
dual specificity phosphatase 5,1,-1,0,0,1,-1,0,-1
transcription factor 19,0,0,1,0,1,-1,0,-1
unc-13 homolog D (C. elegans),0,1,0,0,1,-1,0,-1
"solute carrier organic anion transporter family, member 4A1",1,1,0,1,-1,-1,0,-1
lnc-KCNMB4-1:2,0,0,-1,0,0,-1,0,-1
"family with sequence similarity 64, member A",0,0,1,0,1,-1,0,-1
dystrophin related protein 2,0,1,1,0,1,-1,0,-1
serine/threonine kinase 32A,0,0,0,0,1,-1,0,-1
EMC3 antisense RNA 1,0,0,0,0,1,-1,0,-1
"olfactory receptor, family 7, subfamily E, member 12 pseudogene",0,-1,1,0,0,-1,0,-1
"axin interactor, dorsalization associated",0,0,-1,0,0,-1,0,-1
leucine rich repeat containing 15,0,0,1,0,0,-1,0,-1
uncharacterized LOC101927501,0,0,0,0,0,-1,0,-1
mitochondrial fission regulator 2,0,-1,0,-1,1,-1,0,-1
eukaryotic translation elongation factor 1 alpha 1,0,-1,-1,-1,-1,-1,0,-1
coiled-coil domain containing 152,1,0,0,0,0,-1,0,-1
lnc-TBC1D12-1:1,0,-1,-1,0,0,-1,0,-1
flap structure-specific endonuclease 1,0,0,0,1,1,-1,0,-1
peptidase M20 domain containing 2,1,0,0,-1,-1,-1,0,-1
"zinc finger, DHHC-type containing 11",-1,1,-1,1,0,-1,0,-1
Pvt1 oncogene (non-protein coding),0,0,1,-1,1,-1,0,-1
retrotransposon gag domain containing 1,0,0,-1,0,0,-1,0,-1
diphosphoinositol pentakisphosphate kinase 1,0,1,1,1,1,-1,0,-1
structural maintenance of chromosomes 2,0,-1,-1,-1,0,-1,0,-1
"eukaryotic translation initiation factor 4 gamma, 2",0,0,0,0,1,-1,0,-1
nuclear receptor interacting protein 3,0,1,0,1,1,-1,0,-1
phosphoribosylformylglycinamidine synthase,0,-1,0,-1,1,-1,0,-1
"ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase",-1,-1,-1,-1,-1,-1,0,-1
phosphoserine aminotransferase 1,0,-1,-1,-1,-1,-1,0,-1
DNA damage-induced apoptosis suppressor,0,0,0,-1,1,-1,0,-1
ets variant 5,-1,-1,0,-1,-1,-1,0,-1
"keratin 33B, type I",0,0,0,0,0,-1,0,-1
calcium activated nucleotidase 1,0,0,0,-1,0,-1,0,-1
pitrilysin metallopeptidase 1,0,0,0,1,0,-1,0,-1
"chromatin assembly factor 1, subunit A (p150)",0,0,0,0,1,-1,0,-1
arachidonate 5-lipoxygenase-activating protein,1,0,0,-1,-1,-1,0,-1
GTP binding protein 2,0,0,0,0,0,-1,0,-1
