,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
chromosome 5 open reading frame 42,0,0,-1,0,0,1,0,1
uncharacterized LOC101927285,1,1,1,1,0,1,0,1
ORAI calcium release-activated calcium modulator 3,0,0,0,0,-1,1,0,1
trans-golgi network protein 2,-1,1,1,1,0,1,0,1
leucine rich colipase-like 1,1,1,1,1,1,1,0,1
"tryptophan 2,3-dioxygenase",0,0,1,0,1,1,0,1
uncharacterized LOC100506869,0,0,0,0,0,1,0,1
"family with sequence similarity 46, member C",0,1,1,1,0,1,0,1
uncharacterized LOC153684,-1,-1,-1,-1,-1,1,0,1
THOC7 antisense RNA 1,1,1,1,1,1,1,0,1
"plasminogen activator, urokinase",0,-1,1,-1,-1,1,0,1
proline-rich transmembrane protein 2,0,0,1,1,-1,1,0,1
uncharacterized LOC100996255,-1,0,0,1,1,1,0,1
uncharacterized LOC100499489,0,1,1,1,1,1,0,1
"laminin, alpha 4",0,-1,1,-1,-1,1,0,1
"myosin, heavy chain 9, non-muscle",0,1,1,0,0,1,0,1
nudix (nucleoside diphosphate linked moiety X)-type motif 7,0,1,1,1,1,1,0,1
"2',3'-cyclic nucleotide 3' phosphodiesterase",-1,-1,-1,1,-1,1,0,1
ribonucleotide reductase M2 B (TP53 inducible),0,1,1,1,0,1,0,1
chromosome 9 open reading frame 92,0,0,0,0,0,1,0,1
TGF-beta activated kinase 1/MAP3K7 binding protein 2,0,0,0,0,-1,1,0,1
DAZ interacting zinc finger protein 1,0,1,1,1,1,1,0,1
phosphodiesterase 4D interacting protein,0,0,-1,1,0,1,0,1
poly(rC) binding protein 2,0,-1,0,0,-1,1,0,1
receptor accessory protein 2,0,0,0,1,-1,1,0,1
long intergenic non-protein coding RNA 632,0,-1,-1,0,0,1,0,1
uncharacterized LOC100049716,0,1,1,1,1,1,0,1
complement component 3,0,0,0,0,-1,1,0,1
nidogen 2 (osteonidogen),0,0,1,0,0,1,0,1
dermokine,0,0,0,0,0,1,0,1
pregnancy specific beta-1-glycoprotein 8,0,0,0,0,0,1,0,1
SHC (Src homology 2 domain containing) transforming protein 3,0,1,0,0,1,1,0,1
MAX dimerization protein 4,0,1,1,1,1,1,0,1
protocadherin beta 14,0,-1,1,0,-1,1,0,1
colony stimulating factor 1 receptor,0,1,0,1,0,1,0,1
surfeit 4,1,0,1,-1,0,1,0,1
"alcohol dehydrogenase, iron containing, 1",0,-1,0,0,0,1,0,1
DICER1 antisense RNA 1,0,1,1,0,0,1,0,1
vestigial-like family member 3,0,-1,-1,-1,-1,1,0,1
SATB homeobox 1,0,1,-1,-1,1,1,0,1
polypeptide N-acetylgalactosaminyltransferase 15,-1,1,1,1,1,1,0,1
"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6",0,0,0,0,0,1,0,1
palmdelphin,0,0,0,0,0,1,0,1
prune homolog 2 (Drosophila),-1,1,-1,1,0,1,0,1
transmembrane protein 180,1,1,1,1,1,1,0,1
transmembrane and coiled-coil domain family 1,0,1,1,1,0,1,0,1
protocadherin beta 9,0,-1,-1,-1,-1,1,0,1
lnc-AHCY-1:1,0,0,0,0,0,1,0,1
uncharacterized LOC101927115,0,-1,0,-1,-1,1,0,1
"ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1",-1,1,-1,1,0,1,0,1
spermidine/spermine N1-acetyltransferase 1,0,0,0,0,1,1,0,1
"membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)",1,0,0,1,0,1,0,1
sphingosine-1-phosphate receptor 2,0,0,1,-1,0,1,0,1
phosphodiesterase 4D interacting protein,0,1,-1,1,0,1,0,1
prostaglandin D2 synthase 21kDa (brain),-1,1,1,1,0,1,0,1
G protein-coupled receptor 162,0,1,0,1,0,1,0,1
sialic acid binding Ig-like lectin 15,0,0,1,0,0,1,0,1
"chitinase, acidic pseudogene 2",0,0,0,0,0,1,0,1
transmembrane protein 189,0,0,1,-1,-1,1,0,1
"chloride channel, voltage-sensitive 4",-1,1,1,1,1,1,0,1
"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4",0,0,1,1,-1,1,0,1
uncharacterized LOC101929465,-1,0,0,0,0,1,0,1
APCDD1L antisense RNA 1 (head to head),-1,-1,0,0,0,1,0,1
CXXC finger protein 5,-1,-1,0,1,-1,1,0,1
"integrin, alpha X (complement component 3 receptor 4 subunit)",0,0,0,0,0,1,0,1
glucoside xylosyltransferase 2,-1,0,0,0,1,1,0,1
chromosome 21 open reading frame 2,0,1,1,1,0,1,0,1
uncharacterized LOC100506100,0,0,1,0,1,1,0,1
transmembrane protein 237,0,0,-1,0,-1,1,0,1
chromosome 5 open reading frame 24,0,0,1,0,0,1,0,1
uncharacterized LOC100129550,0,1,1,1,0,1,0,1
protocadherin beta 16,-1,-1,1,-1,-1,1,0,1
membrane bound O-acyltransferase domain containing 1,-1,-1,0,-1,-1,1,0,1
endonuclease/exonuclease/phosphatase family domain containing 1,0,-1,-1,-1,-1,1,0,1
receptor accessory protein 6,0,-1,1,1,0,1,0,1
interleukin 7 receptor,0,1,0,0,0,1,0,1
transmembrane protein 173,0,1,0,0,0,1,0,1
long intergenic non-protein coding RNA 1021,0,0,0,0,0,1,0,1
interleukin 36 receptor antagonist,0,0,0,0,0,1,0,1
uncharacterized LOC101927043,0,0,1,0,1,1,0,1
D site of albumin promoter (albumin D-box) binding protein,-1,1,0,1,-1,1,0,1
uncharacterized LOC100506258,0,0,0,0,0,1,0,1
forkhead box N3,0,-1,-1,1,-1,1,0,1
opioid growth factor receptor-like 1,-1,0,0,1,-1,1,0,1
vesicle-associated membrane protein 4,0,1,0,1,0,1,0,1
dystrophin,0,0,1,1,-1,1,0,1
"potassium channel, inwardly rectifying subfamily J, member 15",0,0,0,0,0,1,0,1
"zinc and ring finger 1, E3 ubiquitin protein ligase",1,1,1,0,1,1,0,1
long intergenic non-protein coding RNA 853,0,0,0,0,1,1,0,1
KIAA0513,-1,1,1,1,1,1,0,1
trio Rho guanine nucleotide exchange factor,0,0,0,0,1,1,0,1
"potassium channel, inwardly rectifying subfamily J, member 15",0,0,0,0,0,1,0,1
itchy E3 ubiquitin protein ligase,0,-1,-1,0,0,1,0,1
paired related homeobox 1,0,1,0,1,1,1,0,1
MSANTD3-TMEFF1 readthrough,0,0,0,0,0,1,0,1
fumarylacetoacetate hydrolase domain containing 1,0,0,1,0,0,1,0,1
zinc fingers and homeoboxes 3,-1,0,-1,0,-1,1,0,1
frizzled class receptor 7,-1,-1,1,1,-1,1,0,1
Hermansky-Pudlak syndrome 1,0,-1,0,1,0,1,0,1
visual system homeobox 1,0,1,1,1,0,1,0,1
lnc-BTBD19-1:1,0,-1,0,-1,-1,1,0,1
olfactomedin-like 2B,0,0,0,-1,0,1,0,1
uncharacterized LOC101927752,0,-1,1,1,1,1,0,1
prenylcysteine oxidase 1,0,1,1,0,0,1,0,1
"laminin, alpha 4",0,-1,1,-1,-1,1,0,1
"phosphodiesterase 4B, cAMP-specific",-1,1,-1,0,-1,1,0,1
BZRAP1 antisense RNA 1,0,1,0,1,-1,1,0,1
junctional adhesion molecule 2,-1,-1,0,0,-1,1,0,1
"protein kinase (cAMP-dependent, catalytic) inhibitor gamma",0,-1,-1,0,-1,1,0,1
"histone cluster 1, H2bk",0,-1,-1,-1,1,1,0,1
hydroxysteroid (11-beta) dehydrogenase 1-like,0,1,1,0,-1,1,0,1
FGGY carbohydrate kinase domain containing,-1,0,1,1,0,1,0,1
exonuclease 3'-5' domain containing 3,0,1,1,0,0,1,0,1
uncharacterized LOC283352,0,0,1,-1,0,1,0,1
SEMA3B antisense RNA 1 (head to head),-1,0,1,1,0,1,0,1
interleukin 17B,0,0,0,0,0,1,0,1
"C-type lectin domain family 2, member A",0,0,0,0,0,1,0,1
"solute carrier family 43 (amino acid system L transporter), member 2",0,0,1,0,0,1,0,1
guanylate cyclase activator 2B (uroguanylin),-1,-1,-1,1,-1,1,0,1
heterogeneous nuclear ribonucleoprotein A1,0,0,0,0,-1,1,0,1
janus kinase and microtubule interacting protein 2,0,-1,0,1,0,1,0,1
microphthalmia-associated transcription factor,-1,1,1,1,1,1,0,1
"MAS-related GPR, member F",-1,1,1,1,-1,1,0,1
RAET1E antisense RNA 1,0,1,1,1,1,1,0,1
"sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)",-1,1,0,1,1,1,0,1
uncharacterized LOC101929562,-1,1,0,1,0,1,0,1
teneurin transmembrane protein 2,-1,-1,-1,0,-1,1,0,1
coiled-coil domain containing 102B,-1,-1,0,-1,1,1,0,1
Rho GTPase activating protein 42,-1,-1,-1,-1,-1,1,0,1
notch 3,0,0,0,0,0,1,0,1
lnc-SASS6-2:1,0,1,0,1,0,1,0,1
bone morphogenetic protein 7,0,-1,1,-1,-1,1,0,1
"solute carrier family 22, member 18",0,1,1,0,0,1,0,1
"immunoglobulin superfamily, DCC subclass, member 4",0,-1,-1,-1,-1,1,0,1
"ATP-binding cassette, sub-family A (ABC1), member 1",1,-1,0,-1,-1,1,0,1
lnc-WARS2-2:1,-1,-1,-1,1,-1,1,0,1
uncharacterized LOC101929689,0,0,0,0,1,1,0,1
magnesium transporter 1,-1,1,1,1,1,1,0,1
VIM antisense RNA 1,0,-1,-1,-1,-1,1,0,1
"tumor necrosis factor receptor superfamily, member 21",-1,1,1,0,0,1,0,1
SH3 and cysteine rich domain 2,0,-1,0,1,-1,1,0,1
uncharacterized LOC101929689,0,0,0,0,0,1,0,1
"tumor necrosis factor receptor superfamily, member 14",-1,0,0,-1,-1,1,0,1
purine-rich element binding protein G,-1,1,-1,0,-1,1,0,1
"purinergic receptor P2X, ligand gated ion channel, 7",-1,1,0,1,1,1,0,1
uncharacterized LOC101930114,-1,1,0,1,1,1,0,1
uncharacterized LOC102724910,1,1,1,1,0,1,0,1
COX11 cytochrome c oxidase copper chaperone,0,1,0,0,0,1,0,1
protocadherin beta 11,-1,-1,1,-1,-1,1,0,1
proline-rich transmembrane protein 3,0,1,1,1,1,1,0,1
"WAP four-disulfide core domain 21, pseudogene",0,0,0,0,0,1,0,1
long intergenic non-protein coding RNA 1021,0,0,0,0,0,1,0,1
matrix metallopeptidase 14 (membrane-inserted),-1,-1,1,-1,-1,1,0,1
lnc-ARSD-2:1,0,0,1,0,0,1,0,1
"mannosidase, alpha, class 1C, member 1",-1,0,1,1,-1,1,0,1
phytanoyl-CoA 2-hydroxylase interacting protein,0,1,1,1,0,1,0,1
long intergenic non-protein coding RNA 882,-1,1,1,1,0,1,0,1
EF-hand calcium binding domain 1,0,-1,-1,-1,-1,1,0,1
"guanylate cyclase 1, soluble, alpha 2",-1,1,1,1,1,1,0,1
bradykinin receptor B2,1,0,1,1,1,1,0,1
"SID1 transmembrane family, member 2",-1,-1,0,0,-1,1,0,1
"guanylate cyclase 1, soluble, beta 3",0,1,0,1,1,1,0,1
procollagen C-endopeptidase enhancer,0,0,1,1,1,1,0,1
uncharacterized LOC101929465,-1,0,0,0,0,1,0,1
long intergenic non-protein coding RNA 1085,0,0,1,0,0,1,0,1
long intergenic non-protein coding RNA 476,0,1,1,1,0,1,0,1
thrombospondin 2,-1,1,0,0,-1,1,0,1
ZBED5 antisense RNA 1,0,0,0,0,0,1,0,1
"LSM14B, SCD6 homolog B (S. cerevisiae)",0,0,0,0,-1,1,0,1
uncharacterized LOC100507554,-1,-1,-1,1,-1,1,0,1
cadherin-related family member 4,0,-1,0,-1,-1,1,0,1
"zinc finger, CW type with PWWP domain 1",0,-1,0,0,1,1,0,1
SNAI3 antisense RNA 1,0,1,1,1,1,1,0,1
MIR143 host gene (non-protein coding),0,0,0,1,1,1,0,1
"ubiquitin specific peptidase 9, X-linked",0,0,-1,1,0,1,0,1
synaptotagmin XIV,-1,1,1,1,0,1,0,1
uncharacterized LOC101927115,0,-1,0,-1,-1,1,0,1
interleukin 24,0,0,0,0,0,1,0,1
EPH receptor A4,-1,0,0,1,-1,1,0,1
"solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7",1,1,1,1,1,1,0,1
"RAB27B, member RAS oncogene family",0,1,0,0,1,1,0,1
chromosome 6 open reading frame 57,0,1,1,0,0,1,0,1
"cytochrome P450, family 17, subfamily A, polypeptide 1",0,0,0,0,0,1,0,1
"PTPRF interacting protein, binding protein 2 (liprin beta 2)",0,1,0,1,1,1,0,1
LIM and calponin homology domains 1,0,-1,-1,0,-1,1,0,1
sortilin 1,0,-1,0,0,-1,1,0,1
long intergenic non-protein coding RNA 1122,1,1,0,1,0,1,0,1
uncharacterized LOC100507033,0,0,0,0,0,1,0,1
RIMS binding protein 3,0,0,0,-1,0,1,0,1
histone deacetylase 9,-1,0,-1,-1,-1,1,0,1
transcription factor EB,0,1,0,1,0,1,0,1
"collagen, type IV, alpha 3 (Goodpasture antigen) binding protein",0,1,0,1,0,1,0,1
dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2,0,0,-1,-1,-1,1,0,1
major facilitator superfamily domain containing 2A,0,1,1,1,1,1,0,1
"family with sequence similarity 81, member A",-1,0,-1,-1,-1,1,0,1
"ABI family, member 3 (NESH) binding protein",-1,0,0,0,0,1,0,1
twist family bHLH transcription factor 1,-1,0,0,0,0,1,0,1
gamma-glutamyltransferase 5,1,1,0,1,1,1,0,1
"transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)",-1,0,1,-1,0,1,0,1
PAX3 and PAX7 binding protein 1,0,0,0,0,1,1,0,1
arylsulfatase D,1,0,1,0,0,1,0,1
lnc-SRP9-1:3,0,0,0,0,0,1,0,1
vasorin,-1,0,1,0,-1,1,0,1
annexin A2 receptor,-1,1,-1,-1,-1,1,0,1
uncharacterized LOC101928092,-1,-1,-1,-1,-1,1,0,1
neuromedin U,-1,0,-1,1,1,1,0,1
Sp3 transcription factor,0,0,0,-1,0,1,0,1
phosphatidic acid phosphatase type 2B,0,-1,0,-1,-1,1,0,1
MT-RNR2-like 8,-1,1,0,1,0,1,0,1
retinol dehydrogenase 5 (11-cis/9-cis),-1,-1,0,-1,-1,1,0,1
"regulatory factor X, 5 (influences HLA class II expression)",0,0,0,-1,-1,1,0,1
"guanylate cyclase 1, soluble, alpha 3",-1,0,0,1,1,1,0,1
"succinate-CoA ligase, GDP-forming, beta subunit",0,-1,0,-1,0,1,0,1
"WAP four-disulfide core domain 21, pseudogene",0,0,0,0,0,1,0,1
transmembrane protein 86A,0,1,1,0,0,1,0,1
nudix (nucleoside diphosphate linked moiety X)-type motif 18,0,1,1,1,0,1,0,1
"potassium channel, voltage gated subfamily E regulatory beta subunit 3",0,1,1,0,1,1,0,1
long intergenic non-protein coding RNA 87,-1,1,1,1,1,1,0,1
"serine palmitoyltransferase, long chain base subunit 3",0,0,0,0,0,1,0,1
DNM1 pseudogene 46,-1,1,1,0,1,1,0,1
pregnancy specific beta-1-glycoprotein 8,0,0,0,0,0,1,0,1
Wilms tumor 1 associated protein,0,0,0,0,-1,1,0,1
oxysterol binding protein-like 2,0,0,0,1,-1,1,0,1
"HRAS-like suppressor family, member 5",1,1,1,1,0,1,0,1
lnc-DNAH5-2:1,0,0,0,0,0,1,0,1
chromosome 9 open reading frame 3,0,-1,1,-1,-1,1,0,1
zinc finger protein 771,0,1,1,1,0,1,0,1
KIAA1024,-1,1,0,1,1,1,0,1
lnc-ANKRD6-1:1,0,0,0,0,0,1,0,1
"guanylate cyclase 1, soluble, alpha 3",0,1,0,1,1,1,0,1
host cell factor C1 regulator 1 (XPO1 dependent),-1,1,1,1,0,1,0,1
sperm flagellar 2,-1,-1,-1,1,-1,1,0,1
"scavenger receptor cysteine rich family, 5 domains",-1,1,1,1,1,1,0,1
uncharacterized LOC101927822,0,0,0,0,0,1,0,1
"tumor necrosis factor, alpha-induced protein 3",0,0,0,-1,0,1,0,1
"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2",0,1,1,1,1,1,0,1
ryanodine receptor 2 (cardiac),0,-1,-1,1,-1,1,0,1
plexin domain containing 1,0,0,0,0,-1,1,0,1
"killer cell lectin-like receptor subfamily C, member 1",-1,1,-1,-1,-1,1,0,1
quinolinate phosphoribosyltransferase,0,1,1,1,1,1,0,1
testis derived transcript (3 LIM domains),0,0,0,0,1,1,0,1
"superoxide dismutase 3, extracellular",-1,-1,0,-1,-1,1,0,1
long intergenic non-protein coding RNA 1021,0,0,0,0,0,1,0,1
signal transducer and activator of transcription 4,0,1,0,1,1,1,0,1
lnc-VCAN-1:1,0,1,0,1,1,1,0,1
acid sensing (proton gated) ion channel 1,-1,1,1,0,0,1,0,1
lnc-RP11-511B23.3.1-1:2,0,0,0,0,0,1,0,1
"FGR proto-oncogene, Src family tyrosine kinase",-1,1,0,1,0,1,0,1
lnc-ZNF33A-2:1,0,-1,0,0,0,1,0,1
DPH6 antisense RNA 1 (head to head),0,0,0,0,0,1,0,1
"Rho-associated, coiled-coil containing protein kinase 1",0,0,0,0,0,1,0,1
"ATPase, Cu++ transporting, alpha polypeptide",0,0,-1,-1,-1,1,0,1
"arylsulfatase family, member I",-1,0,1,0,0,1,0,1
patatin-like phospholipase domain containing 7,1,1,0,1,1,1,0,1
polynucleotide kinase 3'-phosphatase,0,0,1,0,1,1,0,1
PIK3CD antisense RNA 2,1,0,1,0,1,1,0,1
"rhomboid, veinlet-like 3 (Drosophila)",-1,1,1,0,0,1,0,1
thymosin beta 15a,0,0,0,-1,1,1,0,1
prune homolog 2 (Drosophila),-1,1,-1,1,0,1,0,1
kelch-like family member 13,0,0,0,-1,-1,1,0,1
transmembrane protein 30A,0,1,1,1,0,1,0,1
methylmalonyl CoA epimerase,0,0,0,0,0,1,0,1
microphthalmia-associated transcription factor,-1,0,1,0,1,1,0,1
myocardial zonula adherens protein,-1,0,1,1,1,1,0,1
"protein tyrosine phosphatase, receptor type, V, pseudogene",0,0,0,0,0,1,0,1
"collagen, type XII, alpha 1",-1,0,1,0,0,1,0,1
snail family zinc finger 2,-1,0,0,1,1,1,0,1
"protease, serine, 23",0,0,1,-1,1,1,0,1
PILR alpha associated neural protein,0,1,1,1,1,1,0,1
"guanylate cyclase 1, soluble, alpha 2",-1,1,1,1,1,1,0,1
olfactomedin-like 3,0,-1,0,-1,0,1,0,1
ubiquitin-conjugating enzyme E2 variant 1,0,0,0,0,0,1,0,1
long intergenic non-protein coding RNA 428,0,0,0,0,0,1,0,1
"wingless-type MMTV integration site family, member 6",1,1,0,0,0,1,0,1
lnc-FAM181B-3:1,0,-1,0,0,0,1,0,1
cell cycle exit and neuronal differentiation 1,0,1,1,1,1,1,0,1
LanC lantibiotic synthetase component C-like 3 (bacterial),1,1,1,1,1,1,0,1
lnc-ADA-1:2,0,0,1,1,0,1,0,1
FERM domain containing 5,0,1,1,1,1,1,0,1
uncharacterized LOC643977,0,1,0,-1,-1,1,0,1
long intergenic non-protein coding RNA 1272,1,0,1,0,0,1,0,1
fibromodulin,-1,1,1,1,1,1,0,1
interferon-induced protein with tetratricopeptide repeats 1,-1,1,0,1,-1,1,0,1
uncharacterized LOC102723946,0,0,0,0,0,1,0,1
chromosome 20 open reading frame 96,0,-1,1,0,0,1,0,1
"butyrophilin, subfamily 3, member A2",0,-1,-1,-1,-1,1,0,1
tetraspanin 32,0,0,0,0,0,1,0,1
tropomyosin 2 (beta),0,1,1,0,1,1,0,1
"solute carrier family 16 (monocarboxylate transporter), member 5",0,0,0,0,-1,1,0,1
pancreatic polypeptide,0,0,1,0,0,1,0,1
"synovial sarcoma, X breakpoint 1",0,0,0,0,0,1,0,1
chemokine (C-X-C motif) ligand 5,0,0,0,0,0,1,0,1
BMP binding endothelial regulator,-1,-1,-1,-1,-1,1,0,1
long intergenic non-protein coding RNA 548,0,-1,-1,-1,-1,1,0,1
"DnaJ (Hsp40) homolog, subfamily B, member 5",0,1,1,1,1,1,0,1
EFR3 homolog B (S. cerevisiae),0,0,-1,1,-1,1,0,1
vesicle amine transport 1-like,0,1,1,1,1,1,0,1
filamin A interacting protein 1,0,1,1,0,0,1,0,1
follistatin,1,-1,0,-1,1,1,0,1
hemicentin 1,0,0,0,-1,0,1,0,1
brain-specific angiogenesis inhibitor 2,0,1,1,0,0,1,0,1
teneurin transmembrane protein 2,-1,-1,-1,0,-1,1,0,1
"syntrophin, alpha 1",-1,0,0,1,-1,1,0,1
lnc-ZNF841-1:1,0,-1,-1,0,-1,1,0,1
coiled-coil domain containing 149,0,0,0,0,1,1,0,1
nicotinamide nucleotide transhydrogenase,0,0,0,0,0,1,0,1
lysyl oxidase-like 3,0,0,1,-1,0,1,0,1
"solute carrier family 39 (zinc transporter), member 10",0,0,0,0,1,1,0,1
HOXA11 antisense RNA,0,0,0,0,0,1,0,1
uncharacterized LOC101927851,0,0,0,0,0,1,0,1
polypeptide N-acetylgalactosaminyltransferase 5,0,0,0,1,1,1,0,1
"protein kinase C, eta",0,1,0,1,1,1,0,1
CUB domain containing protein 1,1,0,1,-1,1,1,0,1
potassium channel subfamily M regulatory beta subunit 4,0,-1,0,1,-1,1,0,1
musashi RNA-binding protein 2,0,0,1,0,0,1,0,1
calponin 2,0,0,1,1,0,1,0,1
"scavenger receptor cysteine rich family, 5 domains",0,0,1,1,1,1,0,1
uncharacterized LOC100506869,0,0,0,0,0,1,0,1
myocyte enhancer factor 2D,0,0,0,0,0,1,0,1
calcyphosine 2,0,1,-1,0,-1,1,0,1
long intergenic non-protein coding RNA 1550,1,0,-1,0,0,1,0,1
chromosome 11 open reading frame 87,0,1,-1,1,0,1,0,1
APCDD1L antisense RNA 1 (head to head),-1,-1,-1,-1,-1,1,0,1
EGF containing fibulin-like extracellular matrix protein 1,-1,-1,0,-1,-1,1,0,1
lumican,-1,0,1,-1,1,1,0,1
cadherin-related family member 3,0,-1,-1,-1,-1,1,0,1
"phospholipase A2, group IVC (cytosolic, calcium-independent)",0,1,0,1,-1,1,0,1
autophagy related 2A,0,1,0,1,0,1,0,1
acyl-CoA synthetase medium-chain family member 6,0,-1,0,-1,0,1,0,1
"gremlin 2, DAN family BMP antagonist",-1,0,0,1,1,1,0,1
uncharacterized LOC400999,1,0,1,1,1,1,0,1
AhpC/TSA antioxidant enzyme domain containing 1,0,0,0,-1,-1,1,0,1
long intergenic non-protein coding RNA 1137,0,0,1,1,1,1,0,1
"melanoma antigen family C, 2",0,0,0,0,0,1,0,1
long intergenic non-protein coding RNA 869,0,0,-1,1,0,1,0,1
nucleolar protein 4-like,0,0,0,0,0,1,0,1
exocyst complex component 3,0,0,0,0,0,1,0,1
uncharacterized LOC100049716,0,1,1,1,1,1,0,1
