,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
ribosomal protein S21,1,-1,-1,0,-1,1,1,1
MT-RNR2-like 2,-1,1,0,1,0,1,1,1
zinc finger protein 503,-1,1,0,0,1,1,1,1
MT-RNR2-like 1,0,1,0,1,1,1,1,1
heat shock 27kDa protein 1,0,0,1,0,0,1,1,1
small ILF3/NF90-associated RNA D,0,1,1,1,1,1,1,1
vav 3 guanine nucleotide exchange factor,0,-1,-1,-1,-1,1,1,1
ribosomal protein L35a,1,-1,0,0,0,1,1,1
coiled-coil domain containing 9,0,1,0,1,0,1,1,1
stearoyl-CoA desaturase (delta-9-desaturase),0,-1,0,0,0,1,1,1
"major histocompatibility complex, class I, C",0,0,-1,0,-1,1,1,1
"NADH dehydrogenase, subunit 4L (complex I)",-1,1,1,1,1,1,1,1
calcium/calmodulin-dependent protein kinase II inhibitor 1,0,1,-1,1,-1,1,1,1
tetraspanin 10,1,0,1,0,1,1,1,1
forkhead box I2,0,1,0,1,0,1,1,1
ubiquitin C,0,1,1,1,1,1,1,1
"pyridoxal (pyridoxine, vitamin B6) kinase",0,1,1,1,0,1,1,1
"solute carrier family 1 (glial high affinity glutamate transporter), member 3",-1,-1,-1,0,-1,1,1,1
zinc finger protein 865,0,1,0,1,1,1,1,1
ribosomal protein L13,1,-1,0,0,0,1,1,1
"ATP-binding cassette, sub-family C (CFTR/MRP), member 2",0,0,0,0,0,1,1,1
insulin-like growth factor binding protein 7,0,0,1,-1,1,1,1,1
cystatin A (stefin A),0,-1,0,-1,-1,1,1,1
myosin light chain kinase,0,1,0,1,0,1,1,1
long intergenic non-protein coding RNA 1540,0,-1,0,0,0,1,1,1
"melanoma antigen family C, 2",0,0,0,0,0,1,1,1
transmembrane protein 119,0,1,0,0,-1,1,1,1
PDZ domain containing ring finger 3,-1,0,-1,-1,0,1,1,1
complement component 3,0,0,0,0,-1,1,1,1
chromosome 1 open reading frame 54,0,0,1,1,0,1,1,1
small ILF3/NF90-associated RNA H,0,1,1,1,1,1,1,1
ribosomal protein L31,1,-1,0,0,-1,1,1,1
ribosomal protein L32,1,-1,-1,0,0,1,1,1
lnc-RP1-177G6.2.1-2:1,-1,-1,-1,1,-1,1,1,1
chemokine (C-C motif) receptor 1,0,1,0,0,-1,1,1,1
"sarcoglycan, epsilon",-1,0,1,0,0,1,1,1
R-spondin 3,0,0,0,1,0,1,1,1
chromosome 11 open reading frame 31,0,0,0,-1,0,1,1,1
small ILF3/NF90-associated RNA F,0,1,1,1,1,1,1,1
"integrin, alpha 7",0,-1,1,-1,-1,1,1,1
apolipoprotein E,-1,1,0,1,0,1,1,1
"amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein",0,1,0,0,-1,1,1,1
"complement component 1, s subcomponent",0,1,1,1,-1,1,1,1
Rho-related BTB domain containing 3,0,-1,-1,-1,-1,1,1,1
chromodomain helicase DNA binding protein 3,0,1,0,1,1,1,1,1
ribosomal protein S18,1,-1,0,0,0,1,1,1
long intergenic non-protein coding RNA 1540,0,0,0,0,0,1,1,1
glutathione peroxidase 1,0,1,0,0,0,1,1,1
"histone cluster 1, H2ac",1,0,0,-1,1,1,1,1
"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5",0,0,1,0,1,1,1,1
"lectin, galactoside-binding, soluble, 3",-1,-1,-1,-1,-1,1,1,1
CD24 molecule,1,-1,1,0,1,1,1,1
"superoxide dismutase 2, mitochondrial",1,1,-1,0,0,1,1,1
"acid phosphatase 5, tartrate resistant",-1,1,1,1,1,1,1,1
"myosin, light chain 9, regulatory",-1,0,1,0,0,1,1,1
"solute carrier family 5 (sodium/myo-inositol cotransporter), member 3",1,1,1,-1,0,1,1,1
lysophosphatidylcholine acyltransferase 3,0,1,0,0,0,1,1,1
CD82 molecule,-1,-1,0,0,-1,1,1,1
methyltransferase like 7A,-1,1,0,1,-1,1,1,1
"transforming growth factor, beta-induced, 68kDa",0,-1,1,-1,0,1,1,1
"potassium channel, inwardly rectifying subfamily J, member 2",1,0,-1,-1,-1,1,1,1
"tubulin, beta 2A class IIa",0,1,1,1,0,1,1,1
MT-RNR2-like 6,0,1,1,1,0,1,1,1
"Niemann-Pick disease, type C2",0,1,1,1,0,1,1,1
"fer-1-like family member 4, pseudogene (functional)",1,1,1,0,1,1,1,1
TIMP metallopeptidase inhibitor 2,-1,1,1,-1,-1,1,1,1
ornithine decarboxylase antizyme 1,0,1,1,1,1,1,1,1
tetraspanin 32,0,0,0,0,0,1,1,1
ribosomal protein S10,1,-1,0,0,0,1,1,1
ribosomal protein L23,1,-1,0,0,0,1,1,1
"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",1,0,0,1,1,1,1,1
uncharacterized protein FLJ11292,0,0,-1,1,0,1,1,1
"small nucleolar RNA, C/D box 3B-1",0,1,1,1,1,1,1,1
Fas apoptotic inhibitory molecule 2,0,1,1,1,1,1,1,1
"integrin, alpha X (complement component 3 receptor 4 subunit)",-1,0,0,0,-1,1,1,1
glutathione peroxidase 1,0,0,0,0,0,1,1,1
"adaptor-related protein complex 2, mu 1 subunit",0,1,1,1,1,1,1,1
adenosine deaminase,0,0,1,0,1,1,1,1
interleukin 21 receptor,1,1,0,1,1,1,1,1
lnc-EPSTI1-3:2,0,-1,-1,-1,-1,1,1,1
slit homolog 3 (Drosophila),0,1,1,1,0,1,1,1
"solute carrier family 9, subfamily A (NHE9, cation proton antiporter 9), member 9",0,1,0,1,1,1,1,1
long intergenic non-protein coding RNA 1540,0,-1,0,-1,0,1,1,1
"family with sequence similarity 117, member A",0,1,1,1,0,1,1,1
"STEAP family member 3, metalloreductase",0,0,0,0,0,1,1,1
S100 calcium binding protein A6,-1,-1,1,-1,0,1,1,1
"major histocompatibility complex, class I, G",0,0,0,0,-1,1,1,1
"RNA, U4atac small nuclear (U12-dependent splicing)",0,1,1,1,0,1,1,1
tensin 3,0,1,1,1,1,1,1,1
cholesterol 25-hydroxylase,1,-1,-1,0,-1,1,1,1
ribosomal protein S20,1,0,0,0,-1,1,1,1
"syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)",0,0,1,0,0,1,1,1
heat shock 27kDa protein 3,-1,1,-1,-1,0,1,1,1
sterol regulatory element binding transcription factor 1,-1,0,1,0,-1,1,1,1
monoamine oxidase A,0,1,0,1,1,1,1,1
cathepsin A,0,-1,0,0,-1,1,1,1
Rho GTPase activating protein 1,0,1,0,0,1,1,1,1
"superoxide dismutase 1, soluble",0,1,1,1,1,1,1,1
"pleckstrin homology domain containing, family O member 1",0,-1,-1,-1,-1,1,1,1
cytochrome b5 reductase 3,0,-1,0,0,0,1,1,1
two pore segment channel 1,-1,0,0,1,-1,1,1,1
R-spondin 3,0,0,0,1,0,1,1,1
major vault protein,0,0,1,0,-1,1,1,1
T-cell leukemia homeobox 2,0,1,1,1,0,1,1,1
"major histocompatibility complex, class I, C",0,1,0,0,0,1,1,1
lnc-NAA35-1:2,-1,-1,-1,1,-1,1,1,1
"matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",0,-1,-1,-1,0,1,1,1
vimentin,1,-1,1,-1,-1,1,1,1
polymerase I and transcript release factor,0,-1,1,-1,-1,1,1,1
retinoic acid receptor responder (tazarotene induced) 3,0,0,0,0,-1,1,1,1
uncharacterized LOC728392,0,1,1,0,-1,1,1,1
"ribosomal protein, large, P0",1,-1,-1,-1,0,1,1,1
suprabasin,0,0,0,0,1,1,1,1
decorin,-1,-1,-1,-1,-1,1,1,1
"complement component 1, r subcomponent",1,-1,1,-1,-1,1,1,1
lysyl oxidase-like 3,0,0,1,-1,-1,1,1,1
